repo,commit,file,buggy,loc,avg_complexity,maintainability
pytest,173892066bbeddecb2c05ab89cccbdd5b1916a02,src/_pytest/config/__init__.py,1,2186,0,0
pytest,173892066bbeddecb2c05ab89cccbdd5b1916a02,testing/test_config.py,1,3042,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,src/_pytest/config/__init__.py,0,2154,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,src/_pytest/config/argparsing.py,0,496,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,src/_pytest/debugging.py,0,404,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,src/_pytest/helpconfig.py,0,293,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,src/_pytest/mark/__init__.py,0,301,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,src/_pytest/monkeypatch.py,0,430,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,src/_pytest/outcomes.py,0,309,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,testing/acceptance_test.py,0,1653,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,testing/test_config.py,0,3000,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,testing/test_parseopt.py,0,342,0,0
pytest,932401e3a3190802833cac52a93f2cc47c826493,testing/test_pathlib.py,0,1757,0,0
pytest,e3d43101ee0ed52499dbd03bb61a957bf1468e10,src/_pytest/config/__init__.py,0,2154,0,0
pytest,05646c20968351ccdf1d2ac2228d366477a9709f,src/_pytest/config/argparsing.py,0,496,0,0
pytest,4b1aa0613352aa4a637db2d9ada4848a5755678d,src/_pytest/config/argparsing.py,0,496,0,0
pytest,5f59c809b3fbc49425a4c066382967c5eae603c3,src/_pytest/config/argparsing.py,0,503,0,0
pytest,51a7a21659b3121a5689d31cddf38ab42188d411,src/_pytest/config/argparsing.py,0,501,0,0
pytest,91cfa28769be0093e2098398f2696032718aee8a,src/_pytest/config/__init__.py,0,2160,0,0
pytest,91cfa28769be0093e2098398f2696032718aee8a,src/_pytest/debugging.py,0,404,0,0
pytest,91cfa28769be0093e2098398f2696032718aee8a,src/_pytest/monkeypatch.py,0,430,0,0
pytest,91cfa28769be0093e2098398f2696032718aee8a,src/_pytest/outcomes.py,0,309,0,0
pytest,91cfa28769be0093e2098398f2696032718aee8a,testing/acceptance_test.py,0,1653,0,0
pytest,91cfa28769be0093e2098398f2696032718aee8a,testing/test_config.py,0,3000,0,0
pytest,91cfa28769be0093e2098398f2696032718aee8a,testing/test_pathlib.py,0,1757,0,0
pytest,5aa63a4d4621710cd5b70fd55dfb75b88e6da171,src/_pytest/config/__init__.py,0,2154,0,0
pytest,5aa63a4d4621710cd5b70fd55dfb75b88e6da171,src/_pytest/config/argparsing.py,0,503,0,0
pytest,c47d63e933f96adf53a225da5fe0a79a126b9bb8,src/_pytest/config/__init__.py,0,2158,0,0
pytest,c47d63e933f96adf53a225da5fe0a79a126b9bb8,src/_pytest/config/argparsing.py,0,499,0,0
pytest,c47d63e933f96adf53a225da5fe0a79a126b9bb8,src/_pytest/helpconfig.py,0,293,0,0
pytest,c47d63e933f96adf53a225da5fe0a79a126b9bb8,testing/test_parseopt.py,0,342,0,0
pytest,6e5ef3f8ab531709acabd6ce2936c03167311a9d,src/_pytest/config/argparsing.py,0,564,0,0
pytest,6e5ef3f8ab531709acabd6ce2936c03167311a9d,testing/test_parseopt.py,0,332,0,0
pytest,5768d27e2023cebd490a787fb6958ceaa0e23d28,src/_pytest/config/__init__.py,1,2159,0,0
pytest,5768d27e2023cebd490a787fb6958ceaa0e23d28,src/_pytest/config/argparsing.py,1,570,0,0
pytest,5768d27e2023cebd490a787fb6958ceaa0e23d28,src/_pytest/mark/__init__.py,1,301,0,0
pytest,5768d27e2023cebd490a787fb6958ceaa0e23d28,src/_pytest/monkeypatch.py,1,429,0,0
pytest,f2ecbe35d57f1e0729c61fd214a9c8fcabd76206,src/_pytest/config/argparsing.py,0,577,0,0
pytest,82e9b97caf576de2144b414c58edc87fed5873e7,src/_pytest/compat.py,0,329,0,0
pytest,3d80757431c209eaae411909119bcc38a6847739,src/_pytest/config/argparsing.py,1,578,0,0
pytest,f0e458520e129dabdc27cbd6e15a35ce7662e31b,src/_pytest/debugging.py,0,404,0,0
pytest,f0e458520e129dabdc27cbd6e15a35ce7662e31b,src/_pytest/runner.py,0,583,0,0
pytest,15ab2c7940f0d22d2a3f48146b55547a6979e6e7,src/_pytest/debugging.py,1,404,0,0
pytest,15ab2c7940f0d22d2a3f48146b55547a6979e6e7,src/_pytest/runner.py,1,583,0,0
pytest,3dc7d3807bdf556ed26f7393cffc2d46c8a0b0cc,src/_pytest/debugging.py,1,407,0,0
pytest,bbc3e1947eb9d0bdabbab2e4833fb39f22f6dbea,src/_pytest/config/argparsing.py,1,578,0,0
pytest,6a47389c7813ec7ed395c0279c4b7685fde9f95a,src/_pytest/unittest.py,1,614,0,0
pytest,6a47389c7813ec7ed395c0279c4b7685fde9f95a,testing/test_unittest.py,1,1720,0,0
pytest,1ff8c9b429d888e3f9020d015fa088f828899457,src/_pytest/terminal.py,0,1770,0,0
pytest,1ff8c9b429d888e3f9020d015fa088f828899457,testing/test_terminal.py,0,3534,0,0
pytest,c37e687774d050e96102f936dbc38a839b58c9f9,src/_pytest/terminal.py,1,1770,0,0
pytest,c37e687774d050e96102f936dbc38a839b58c9f9,testing/test_terminal.py,1,3534,0,0
pytest,4253f98a78e44ff693007edc439885d6f656eed6,src/_pytest/compat.py,0,328,0,0
pytest,4253f98a78e44ff693007edc439885d6f656eed6,src/_pytest/deprecated.py,0,107,0,0
pytest,4253f98a78e44ff693007edc439885d6f656eed6,src/_pytest/logging.py,0,960,0,0
pytest,4253f98a78e44ff693007edc439885d6f656eed6,src/_pytest/mark/structures.py,0,693,0,0
pytest,4253f98a78e44ff693007edc439885d6f656eed6,src/_pytest/python.py,0,1778,0,0
pytest,4253f98a78e44ff693007edc439885d6f656eed6,testing/_py/test_local.py,0,1575,0,0
pytest,4253f98a78e44ff693007edc439885d6f656eed6,testing/python/metafunc.py,0,2351,0,0
pytest,4253f98a78e44ff693007edc439885d6f656eed6,testing/test_compat.py,0,204,0,0
pytest,4253f98a78e44ff693007edc439885d6f656eed6,testing/typing_checks.py,0,67,0,0
pytest,dd47a89d6eb03e7d18e2fea4fd0a198b1ec5f4a5,src/_pytest/deprecated.py,1,107,0,0
pytest,dd47a89d6eb03e7d18e2fea4fd0a198b1ec5f4a5,src/_pytest/mark/structures.py,1,693,0,0
pytest,dd47a89d6eb03e7d18e2fea4fd0a198b1ec5f4a5,src/_pytest/python.py,1,1778,0,0
pytest,dd47a89d6eb03e7d18e2fea4fd0a198b1ec5f4a5,testing/python/metafunc.py,1,2351,0,0
pytest,dd47a89d6eb03e7d18e2fea4fd0a198b1ec5f4a5,testing/typing_checks.py,1,67,0,0
pytest,7d9375781c694577219bec435ad3c37c52e00d03,src/_pytest/compat.py,0,328,0,0
pytest,7d9375781c694577219bec435ad3c37c52e00d03,testing/test_compat.py,0,204,0,0
pytest,213ae308051d8c0bbdc1c394bbb166c067122e1d,src/_pytest/logging.py,0,960,0,0
pytest,e6c0d1fff36a2314432a2cf60b3fe4214d793bfa,testing/_py/test_local.py,0,1575,0,0
pytest,adb3658f091b8f3c4e0948298b1aefd16b6ce372,src/_pytest/config/__init__.py,0,2166,0,0
pytest,adb3658f091b8f3c4e0948298b1aefd16b6ce372,src/_pytest/config/argparsing.py,0,578,0,0
pytest,adb3658f091b8f3c4e0948298b1aefd16b6ce372,src/_pytest/helpconfig.py,0,293,0,0
pytest,adb3658f091b8f3c4e0948298b1aefd16b6ce372,src/_pytest/main.py,0,1203,0,0
pytest,adb3658f091b8f3c4e0948298b1aefd16b6ce372,testing/test_config.py,0,3001,0,0
pytest,adb3658f091b8f3c4e0948298b1aefd16b6ce372,testing/test_helpconfig.py,0,137,0,0
pytest,adb3658f091b8f3c4e0948298b1aefd16b6ce372,testing/test_parseopt.py,0,358,0,0
pytest,adb3658f091b8f3c4e0948298b1aefd16b6ce372,testing/test_warnings.py,0,888,0,0
pytest,a28c08efc6af57b94875c517dee0da0d9c201d7e,scripts/generate-gh-release-notes.py,0,69,0,0
pytest,74e22f5bbeef160ea1342e4babaeed2996a7bfae,scripts/generate-gh-release-notes.py,1,69,0,0
pytest,76910ca669594849278a30bf6a943b4cd465fa05,src/_pytest/terminal.py,1,1762,0,0
pytest,76910ca669594849278a30bf6a943b4cd465fa05,testing/test_terminal.py,1,3523,0,0
pytest,2079b916eae146430b5ac9322074d986f7825f9b,src/_pytest/config/__init__.py,1,2162,0,0
pytest,bf78ef34f00951a74b0c8a8fed2765cf67db4f7a,src/_pytest/config/__init__.py,0,2154,0,0
pytest,5a85b90a442eb4fd77cf2a3309d3280e8793d1a9,src/_pytest/config/__init__.py,0,2156,0,0
pytest,5a85b90a442eb4fd77cf2a3309d3280e8793d1a9,testing/test_config.py,0,3001,0,0
pytest,5a85b90a442eb4fd77cf2a3309d3280e8793d1a9,testing/test_warnings.py,0,888,0,0
pytest,d0e607670de85e674c219ea189c2e46440896083,src/_pytest/main.py,0,1203,0,0
pytest,5e3b7d5e1f0c9dc7f426dbecaef76efcea4a3770,src/_pytest/config/__init__.py,0,2154,0,0
pytest,5e3b7d5e1f0c9dc7f426dbecaef76efcea4a3770,src/_pytest/config/argparsing.py,0,578,0,0
pytest,5e3b7d5e1f0c9dc7f426dbecaef76efcea4a3770,src/_pytest/helpconfig.py,0,293,0,0
pytest,5e3b7d5e1f0c9dc7f426dbecaef76efcea4a3770,testing/test_helpconfig.py,0,137,0,0
pytest,e94518ddef13db739e9ab2c35d11e4f8904f6d13,src/_pytest/config/__init__.py,0,2155,0,0
pytest,e94518ddef13db739e9ab2c35d11e4f8904f6d13,src/_pytest/config/argparsing.py,0,572,0,0
pytest,e94518ddef13db739e9ab2c35d11e4f8904f6d13,testing/test_config.py,0,3001,0,0
pytest,e94518ddef13db739e9ab2c35d11e4f8904f6d13,testing/test_parseopt.py,0,358,0,0
pytest,7ff334e7880d8aa03de7428ba2941fc92d8f892e,src/_pytest/python_api.py,1,820,0,0
pytest,7ff334e7880d8aa03de7428ba2941fc92d8f892e,testing/python/approx.py,1,1120,0,0
pytest,e3facc0f8115a52606151c436ab3cb0816dbc0c3,src/_pytest/raises.py,1,1517,0,0
pytest,e3facc0f8115a52606151c436ab3cb0816dbc0c3,testing/python/raises.py,1,409,0,0
pytest,e3facc0f8115a52606151c436ab3cb0816dbc0c3,testing/python/raises_group.py,1,1357,0,0
pytest,79392133b63bc79efde860eb94901108b88cfcd6,src/_pytest/config/__init__.py,1,2168,0,0
pytest,79392133b63bc79efde860eb94901108b88cfcd6,src/_pytest/deprecated.py,1,99,0,0
pytest,79392133b63bc79efde860eb94901108b88cfcd6,src/_pytest/reports.py,1,694,0,0
pytest,79392133b63bc79efde860eb94901108b88cfcd6,src/_pytest/runner.py,1,580,0,0
pytest,79392133b63bc79efde860eb94901108b88cfcd6,src/_pytest/subtests.py,1,411,0,0
pytest,79392133b63bc79efde860eb94901108b88cfcd6,src/_pytest/terminal.py,1,1761,0,0
pytest,79392133b63bc79efde860eb94901108b88cfcd6,src/_pytest/unittest.py,1,606,0,0
pytest,79392133b63bc79efde860eb94901108b88cfcd6,src/pytest/__init__.py,1,186,0,0
pytest,79392133b63bc79efde860eb94901108b88cfcd6,testing/test_subtests.py,1,977,0,0
pytest,bda322a4932d9d55638202896017239a8ea7fdd2,src/_pytest/config/__init__.py,0,2155,0,0
pytest,bda322a4932d9d55638202896017239a8ea7fdd2,src/_pytest/config/argparsing.py,0,572,0,0
pytest,3b4071eba0c30c4de133ecb9e44e8e0df6f2057c,src/_pytest/helpconfig.py,0,293,0,0
pytest,115b8703b898e5782bb2512eb08390674745e8e2,src/_pytest/config/argparsing.py,0,572,0,0
pytest,115b8703b898e5782bb2512eb08390674745e8e2,testing/test_parseopt.py,0,355,0,0
pytest,7ba4d698ad22c6b231f5d459ade2a863c4e94c79,src/_pytest/config/argparsing.py,0,561,0,0
pytest,27e0bb38babc0b8b1d5b490975331440e4c2ac8a,src/_pytest/config/__init__.py,0,2159,0,0
pytest,52268d26b0f4aa0e91f646712cfe88b3095bc4e0,src/_pytest/config/__init__.py,0,2161,0,0
pytest,c8b03ba58d5b2d4a5355f92c4b8518216133458d,src/_pytest/config/__init__.py,0,2162,0,0
pytest,c8b03ba58d5b2d4a5355f92c4b8518216133458d,src/_pytest/config/argparsing.py,0,554,0,0
pytest,194fe042ecf439c823c73b29da776ae0f0a748c9,src/_pytest/config/__init__.py,0,2164,0,0
pytest,5eaad82074c08b63ee6667d9760d795ea16e73f9,src/_pytest/config/__init__.py,0,2164,0,0
pytest,5eaad82074c08b63ee6667d9760d795ea16e73f9,src/_pytest/config/argparsing.py,0,554,0,0
pytest,5eaad82074c08b63ee6667d9760d795ea16e73f9,src/_pytest/helpconfig.py,0,290,0,0
pytest,5eaad82074c08b63ee6667d9760d795ea16e73f9,testing/test_config.py,0,3003,0,0
pytest,5eaad82074c08b63ee6667d9760d795ea16e73f9,testing/test_parseopt.py,0,355,0,0
pytest,0c275c45958a817669149c3c4124c6474077ca1d,src/_pytest/helpconfig.py,0,290,0,0
pytest,b3f3263a83ad5cd53f9e080e4ef52b7f18b9d4f0,src/_pytest/_code/code.py,1,1565,0,0
pytest,b3f3263a83ad5cd53f9e080e4ef52b7f18b9d4f0,src/_pytest/raises.py,1,1517,0,0
pytest,b3f3263a83ad5cd53f9e080e4ef52b7f18b9d4f0,testing/code/test_excinfo.py,1,2007,0,0
pytest,b3f3263a83ad5cd53f9e080e4ef52b7f18b9d4f0,testing/python/raises.py,1,413,0,0
pytest,b3f3263a83ad5cd53f9e080e4ef52b7f18b9d4f0,testing/python/raises_group.py,1,1360,0,0
pytest,3daf6bfdd93ec320e8ff33ba3a96507c4d5a991e,src/_pytest/mark/structures.py,1,664,0,0
pytest,fc2d649280a335fb23d58bbd08a2e2b5f5bee50f,src/_pytest/config/argparsing.py,0,554,0,0
pytest,8c6e01d6907465ca6c8101fe852f933b71bd0683,src/_pytest/config/__init__.py,1,2164,0,0
pytest,8c6e01d6907465ca6c8101fe852f933b71bd0683,src/_pytest/config/argparsing.py,1,568,0,0
pytest,8c6e01d6907465ca6c8101fe852f933b71bd0683,testing/test_config.py,1,3003,0,0
pytest,6ff0670622061035b05d0a328cea6d795f48f3dd,src/_pytest/config/argparsing.py,1,571,0,0
pytest,e86d689cb935bcb61604f3397a98b8a23592a08d,src/_pytest/config/argparsing.py,0,572,0,0
pytest,f56f7c5af9c1409f379c8445792b7b9522c01f39,src/_pytest/config/argparsing.py,0,575,0,0
pytest,4f07180276575856ebe3d35d02c8b415316ba56d,src/_pytest/config/__init__.py,0,2164,0,0
pytest,4f07180276575856ebe3d35d02c8b415316ba56d,src/_pytest/config/argparsing.py,0,577,0,0
pytest,4f07180276575856ebe3d35d02c8b415316ba56d,testing/test_parseopt.py,0,355,0,0
pytest,95e0cf22fa1f9fa01a372216572f97a8e614205c,src/_pytest/config/argparsing.py,0,589,0,0
pytest,95e0cf22fa1f9fa01a372216572f97a8e614205c,src/_pytest/helpconfig.py,0,293,0,0
pytest,b7e9612df013f5e694f8e9f8361b886fc8f18c68,src/_pytest/config/__init__.py,0,2165,0,0
pytest,b7e9612df013f5e694f8e9f8361b886fc8f18c68,src/_pytest/config/argparsing.py,0,589,0,0
pytest,ab2859b1b01202c8cec1f468363e72ff18dfe2ec,src/_pytest/helpconfig.py,0,293,0,0
pytest,349bfd9661e91e191608aa0558990e4442b84b34,src/_pytest/config/__init__.py,0,2165,0,0
pytest,a32a0120ffb88057735574475acea95d1d8789b7,src/_pytest/config/__init__.py,0,2165,0,0
pytest,a32a0120ffb88057735574475acea95d1d8789b7,testing/test_config.py,0,3001,0,0
pytest,9f4bb0f19d37ac0649a6d6a99784fdf242bd5d65,src/_pytest/config/__init__.py,0,2166,0,0
pytest,023ae57f4e18b1e6a6af147da6e14ba4b32c08b5,src/_pytest/mark/structures.py,0,664,0,0
pytest,e26c0ae688a77132d13c523009ba07d17c7f2ca4,src/_pytest/reports.py,1,695,0,0
pytest,e26c0ae688a77132d13c523009ba07d17c7f2ca4,testing/test_reports.py,1,584,0,0
pytest,6f9c62865ebe9fdbc96e401ae8a1557c60629638,src/_pytest/timing.py,0,95,0,0
pytest,6f9c62865ebe9fdbc96e401ae8a1557c60629638,testing/python/approx.py,0,1105,0,0
pytest,2004bb6ddfbc94cfd917114d5ae9c6d9d7e740d8,src/_pytest/timing.py,0,95,0,0
pytest,2004bb6ddfbc94cfd917114d5ae9c6d9d7e740d8,testing/python/approx.py,0,1105,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,doc/en/conf.py,0,305,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,src/_pytest/config/__init__.py,0,2167,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,src/_pytest/config/argparsing.py,0,588,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,src/_pytest/config/findpaths.py,0,350,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,src/_pytest/fixtures.py,0,2047,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,src/_pytest/helpconfig.py,0,281,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,src/_pytest/hookspec.py,0,1342,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,src/_pytest/pytester.py,0,1791,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,src/_pytest/python.py,0,1772,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,testing/logging/test_reporting.py,0,1549,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,testing/test_collection.py,0,2798,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,testing/test_config.py,0,3001,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,testing/test_conftest.py,0,781,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,testing/test_doctest.py,0,1654,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,testing/test_findpaths.py,0,221,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,testing/test_legacypath.py,0,185,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,testing/test_python_path.py,0,130,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,testing/test_terminal.py,0,3510,0,0
pytest,8c7be914d4b9bfbcfdb30b90137fba7b6321c849,testing/test_warnings.py,0,890,0,0
pytest,7672dafb2a4dc0d9d9d0ae07a05c0b74ce57bd96,src/_pytest/config/__init__.py,0,2167,0,0
pytest,7672dafb2a4dc0d9d9d0ae07a05c0b74ce57bd96,src/_pytest/config/findpaths.py,0,350,0,0
pytest,7672dafb2a4dc0d9d9d0ae07a05c0b74ce57bd96,src/_pytest/helpconfig.py,0,281,0,0
pytest,7672dafb2a4dc0d9d9d0ae07a05c0b74ce57bd96,src/_pytest/hookspec.py,0,1342,0,0
pytest,7672dafb2a4dc0d9d9d0ae07a05c0b74ce57bd96,src/_pytest/pytester.py,0,1791,0,0
pytest,7672dafb2a4dc0d9d9d0ae07a05c0b74ce57bd96,testing/test_config.py,0,3001,0,0
pytest,7672dafb2a4dc0d9d9d0ae07a05c0b74ce57bd96,testing/test_findpaths.py,0,221,0,0
pytest,7672dafb2a4dc0d9d9d0ae07a05c0b74ce57bd96,testing/test_legacypath.py,0,185,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,doc/en/conf.py,0,305,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,src/_pytest/config/__init__.py,0,2073,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,src/_pytest/config/argparsing.py,0,588,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,src/_pytest/config/findpaths.py,0,310,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,src/_pytest/fixtures.py,0,2047,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,src/_pytest/helpconfig.py,0,281,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,src/_pytest/hookspec.py,0,1335,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,src/_pytest/python.py,0,1772,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,testing/logging/test_reporting.py,0,1549,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,testing/test_collection.py,0,2798,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,testing/test_config.py,0,2731,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,testing/test_conftest.py,0,781,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,testing/test_doctest.py,0,1654,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,testing/test_findpaths.py,0,164,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,testing/test_python_path.py,0,130,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,testing/test_terminal.py,0,3510,0,0
pytest,147467db1cd00cdb5e1e56b954bd2cf95ddedf4b,testing/test_warnings.py,0,890,0,0
pytest,cc400d1fba5ca6ce0421880166d0a2948454f6ff,src/_pytest/config/findpaths.py,1,306,0,0
pytest,cc400d1fba5ca6ce0421880166d0a2948454f6ff,testing/test_config.py,1,2729,0,0
pytest,cc400d1fba5ca6ce0421880166d0a2948454f6ff,testing/test_findpaths.py,1,158,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,src/_pytest/config/__init__.py,0,2050,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,src/_pytest/config/argparsing.py,0,586,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,src/_pytest/helpconfig.py,0,281,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,src/_pytest/main.py,0,1203,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,src/_pytest/mark/structures.py,0,664,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,src/_pytest/python.py,0,1772,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,src/_pytest/skipping.py,0,321,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,testing/test_collection.py,0,2798,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,testing/test_config.py,0,2726,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,testing/test_mark.py,0,1304,0,0
pytest,0fb7cae49ee86c16bdc04f0f8be170554a652e63,testing/test_skipping.py,0,1491,0,0
pytest,d79af500bf13c3d50dd89793c69304cf448f3210,src/_pytest/config/__init__.py,1,2050,0,0
pytest,d79af500bf13c3d50dd89793c69304cf448f3210,src/_pytest/main.py,1,1203,0,0
pytest,d79af500bf13c3d50dd89793c69304cf448f3210,src/_pytest/mark/structures.py,1,664,0,0
pytest,d79af500bf13c3d50dd89793c69304cf448f3210,src/_pytest/python.py,1,1772,0,0
pytest,d79af500bf13c3d50dd89793c69304cf448f3210,src/_pytest/skipping.py,1,321,0,0
