repo,commit,file,loc,buggy,y_true,y_pred,proba_buggy
django,cc9b767fc60a8b0455a67f00ca23077b55e709bb,tests/regressiontests/utils/tests.py,30.0,1,1,0,0.3741800555928904
django,2664fa189614a4dbbfed5cb683148707ab568f47,tests/regressiontests/forms/localflavor/za.py,29.0,1,1,0,0.3741800555928904
matplotlib,715435cdff8ba8d7a184317a1ec56cf6a9f45c26,examples/mplot3d/hist3d_demo.py,30.0,1,1,0,0.3741800555928904
django,746bb13ceb72d4f5f0e7131cd79a20f669f1d4f6,tests/syndication_tests/urls.py,30.0,1,1,0,0.3741800555928904
matplotlib,b97a02b59fee79d81151504ca363f15d7797c477,examples/pylab_examples/multiple_figs_demo.py,29.0,1,1,0,0.3741800555928904
airflow,ceea293c1652240e7e856c201e4341a87ef97a0f,airflow/contrib/operators/dingding_operator.py,29.0,1,1,0,0.3741800555928904
pandas,c5af28263f7eda1bcb9c15c238141727507c8e46,pandas/util/_tester.py,29.0,1,1,0,0.3741800555928904
airflow,c7a472ed6b0d8a4720f57ba1140c8cf665757167,tests/test_utils/fake_datetime.py,29.0,1,1,0,0.3741800555928904
django,66e1670efae34d721e374788e4c3f8b5fe5fa481,django/contrib/gis/geos/prototypes/__init__.py,30.0,1,1,0,0.3741800555928904
scikit-learn,874e228020d480c54a5c600e5876a51fb3f3c13a,scikits/learn/glm/sparse/setup.py,29.0,1,1,0,0.3741800555928904
django,5c68870169deec9eff392c53a8e74e3482f02ade,tests/template_tests/syntax_tests/test_setup.py,29.0,1,1,0,0.3741800555928904
numpy,00f2295ec55239ce35687a20a7c58d1583b068f1,numpy/core/__init__.py,30.0,1,1,0,0.3741800555928904
django,0819957eda318205e17591dccd81482701eab25c,tests/test_sqlite.py,30.0,1,1,0,0.3741800555928904
airflow,33214d9326bb0bb52f06e230895f4f68fc952664,airflow/operators/druid_check_operator.py,29.0,1,1,0,0.3741800555928904
numpy,8c78b84968e580f24b3705378fb35705a434cdf1,numpy/typing/tests/data/reveal/lib_utils.py,30.0,1,1,0,0.3741800555928904
airflow,fdb934fa06ab881d24924cfa1839f9f94f628658,providers/amazon/src/airflow/providers/amazon/aws/links/athena.py,30.0,1,1,0,0.3741800555928904
matplotlib,fb3fe4a0bc9378fe3f8d6906fb92206ceaf13eca,examples/pyplots/pyplot_simple.py,29.0,1,1,0,0.3741800555928904
django,3defe76385ef5ce7558bad82e613318291e0a03c,django/conf/locale/pl/formats.py,29.0,1,1,0,0.3741800555928904
airflow,cd1e9f5a0488ec53b382f1f639d80a3eba8ae307,tests_common/test_utils/mock_security_manager.py,30.0,1,1,0,0.3741800555928904
numpy,28eadc0e31ca7aea5c679023d1e703856f45c879,doc/sphinxext/setup.py,30.0,1,1,0,0.3741800555928904
airflow,b6f919cbc5f6784ee119da8f7a34348514f09d70,tests/providers/google/cloud/operators/test_translate_system.py,29.0,1,1,0,0.3741800555928904
matplotlib,628955884d4ba8d4a577519e935769c6a06aa8ed,examples/pylab_examples/gradient_bar.py,29.0,1,1,0,0.3741800555928904
matplotlib,5bb185ec23b107ea00fffde57c5e2afc0e248fdc,examples/api/font_family_rc.py,30.0,1,1,0,0.3741800555928904
django,72d3889db4eb3a14acb94f613edd79f0f27d26e3,tests/migrations/test_migrations_squashed/0001_initial.py,30.0,1,1,0,0.3741800555928904
django,aaf77c1676e44019abe544911ff7a06eb2690295,tests/urls.py,30.0,1,1,0,0.3741800555928904
numpy,20472595f5b9f4b2fcfedcf6aae9684f95af1c8c,numpy/f2py/tests/test_regression.py,29.0,1,1,0,0.3741800555928904
matplotlib,1d6c4b393f21a6ac1ea81e4114af8831fc5eb218,examples/pylab/symlog_demo.py,29.0,1,1,0,0.3741800555928904
django,c7fa1fa56f97eaeedbe4ecff9510243452091168,django/contrib/auth/decorators.py,29.0,1,1,0,0.3741800555928904
numpy,7c61d16aa6a09172dc35662c0005fc2e289e403d,numpy/typing/tests/data/reveal/lib_utils.py,30.0,1,1,0,0.3741800555928904
airflow,1a1f352479d6dbff21d73d3c51b1e5d5188e00e3,airflow/hooks/mysql_hook.py,29.0,1,1,0,0.3741800555928904
numpy,d12dad4d42a4684d1e0a40c0105772ebab92d6bc,numpy/core/tests/test_scalarprint.py,30.0,1,1,0,0.3741800555928904
django,e9103402c0fa873aea58a6a11dba510cd308cb84,tests/from_db_value/tests.py,30.0,1,1,0,0.3741800555928904
matplotlib,9b4b97b2a4c6482609a7812292772517e4d4d6ab,examples/pylab_examples/tex_demo.py,30.0,1,1,0,0.3741800555928904
django,66ec9ee441618894c1ccebdcdd5eb4d7fbf4a6d3,tests/urlpatterns_reverse/included_namespace_urls.py,29.0,1,1,0,0.3741800555928904
fastapi,ea43f227e5c7128c09e3e2d5dceea212552b19dc,scripts/playwright/separate_openapi_schemas/image05.py,29.0,1,1,0,0.3741800555928904
airflow,373c6aa4a208284b5ff72987e4bd8f4e2ada1a1b,airflow/contrib/hooks/gcp_cloud_build_hook.py,29.0,1,1,0,0.3741800555928904
django,09530e61a0035192ca8bcdebc5ead13d14c16eb0,tests/test_runner_apps/tagged/tests_inheritance.py,29.0,1,1,0,0.3741800555928904
django,90d3af380e8efec0301dd91600c6686232de3943,django/conf/locale/de/formats.py,29.0,1,1,0,0.3741800555928904
matplotlib,d9268bdedd672c3b265c34b9a4f790e050affe3d,examples/pylab_examples/bar_stacked.py,30.0,1,1,0,0.3741800555928904
airflow,1a1f352479d6dbff21d73d3c51b1e5d5188e00e3,airflow/operators/druid_check_operator.py,29.0,1,1,0,0.3741800555928904
matplotlib,7d64c419c8e34b9a0a7bd7f86d16e75a1c27d837,examples/pyplots/auto_subplots_adjust.py,30.0,1,1,0,0.3741800555928904
matplotlib,1e81fe0893d2b8e217e61075308db8e5c1fba0e3,examples/misc/image_thumbnail.py,29.0,1,1,0,0.3741800555928904
django,9ef4a18dbe71f538a9ef8c39111ae2f0b62eb90b,django/contrib/admin/forms.py,30.0,1,1,0,0.3741800555928904
matplotlib,56b4892b45cb52d15ac35800ef100b1f11bba6ee,examples/units/bar_unit_demo.py,29.0,1,1,0,0.3741800555928904
matplotlib,583ae910b7f3200cfcb46cb185874ec6dbeb2022,examples/pylab_examples/histogram_percent_demo.py,30.0,1,1,0,0.3741800555928904
django,b67a36ec6f5895f3fa6147264bae55cb014fa2a7,django/conf/locale/fr_CA/formats.py,30.0,1,1,0,0.3741800555928904
matplotlib,9b4b97b2a4c6482609a7812292772517e4d4d6ab,examples/pylab_examples/text_handles.py,30.0,1,1,0,0.3741800555928904
django,25816ea383c1cfcf0b8fde2ce9aefecbe2fc1923,django/utils/dates.py,29.0,1,1,0,0.3741800555928904
matplotlib,6dcd9516ad1efc921d124459c8530460988b0a71,examples/scales/log_bar.py,29.0,1,1,0,0.3741800555928904
django,66e1670efae34d721e374788e4c3f8b5fe5fa481,django/contrib/gis/geos/prepared.py,30.0,1,1,0,0.3741800555928904
django,a686096c262b706b1367abc87436ae9dc47dbe2a,tests/regressiontests/views/tests/static.py,29.0,1,1,0,0.3741800555928904
django,5a1d560fb370a2f7dfd2477022e028106aa15de6,django/contrib/sitemaps/views.py,30.0,1,1,0,0.3741800555928904
scikit-learn,b4717b635a7916b9469dc86dcd441fa5ef1ceb02,sklearn/feature_selection/tests/test_selector_mixin.py,30.0,1,1,0,0.3741800555928904
matplotlib,60cd17125ae420169347797404faefca377f3736,examples/style_sheets/plot_bmh.py,30.0,1,1,0,0.3741800555928904
airflow,1a1f352479d6dbff21d73d3c51b1e5d5188e00e3,airflow/sensors/base_sensor_operator.py,29.0,1,1,0,0.3741800555928904
matplotlib,822107e4df39afd0721774209589b2def32820d7,examples/pylab_examples/tex_unicode_demo.py,29.0,1,1,0,0.3741800555928904
numpy,012343dec5599418b77512733fc5b8db6bc14c4c,numpy/_array_api/manipulation_functions.py,29.0,1,1,0,0.3741800555928904
airflow,17af3beea5095d9aec81c06404614ca6d1057a45,airflow/contrib/operators/snowflake_operator.py,29.0,1,1,0,0.3741800555928904
airflow,47a922b86426968bfa07cc7892d2eeeca761d884,airflow/typing_compat.py,30.0,1,1,0,0.3741800555928904
django,72d3889db4eb3a14acb94f613edd79f0f27d26e3,tests/migrations/test_migrations/0002_second.py,29.0,1,1,0,0.3741800555928904
airflow,373c6aa4a208284b5ff72987e4bd8f4e2ada1a1b,airflow/contrib/operators/gcp_translate_speech_operator.py,29.0,1,1,0,0.3741800555928904
django,4a103086d5c67fa4fcc53c106c9fdf644c742dd8,tests/modeltests/expressions/models.py,29.0,1,1,0,0.3741800555928904
fastapi,0976185af96ab2ee39c949c0456be616b01f8669,docs_src/schema_extra_example/tutorial001_py310.py,30.0,1,1,0,0.3741800555928904
fastapi,6d523d62d0ff1433beeba6c0c0774690cc072edb,docs_src/extra_data_types/tutorial001_an.py,29.0,1,1,0,0.3741800555928904
airflow,857ca4c06c9008593674cabdd28d3c30e3e7f97b,providers/src/airflow/providers/common/io/xcom/__init__.py,30.0,1,1,0,0.3741800555928904
django,c2e70f02653519db3a49cd48f5158ccad7434d25,tests/datetimes/models.py,30.0,1,1,0,0.3741800555928904
django,08bda82c237b9ad071538c2386b8bfc62fef7f7f,tests/version/tests.py,30.0,1,1,0,0.3741800555928904
django,cf107fe255dbc4e1619c0985e4becdd9cabe8235,tests/migrations2/test_migrations_2_squashed_with_replaces/0001_squashed_0002.py,30.0,1,1,0,0.3741800555928904
django,2a752edd808921c1938fbd4ea3a07a76af9eb0f5,tests/regressiontests/bug8245/tests.py,30.0,1,1,0,0.3741800555928904
matplotlib,ebde05f5c1579c2ca28dab2a11ae5a674e4aac2f,examples/pylab_examples/specgram_demo.py,30.0,1,1,0,0.3741800555928904
matplotlib,9f0a285c847ccf154884ac3ea34e35c2c4d032e4,examples/misc/image_thumbnail.py,29.0,1,1,0,0.3741800555928904
pandas,8c5941cd57e260f4c3552769e79d8d6dbd6283d9,pandas/tests/extension/list/test_list.py,30.0,1,1,0,0.3741800555928904
matplotlib,c7d1a6eb45946d22a77477eb6f210ed6221edc61,examples/scales/log_bar.py,29.0,1,1,0,0.3741800555928904
numpy,d12dad4d42a4684d1e0a40c0105772ebab92d6bc,numpy/doc/__init__.py,29.0,1,1,0,0.3741800555928904
django,ec9004728ee136e3b7e2b7cd2610203e16b6ce9b,django/db/backends/postgresql/features.py,30.0,1,1,0,0.3741800555928904
matplotlib,f44e70e2de3f0617877435c17832d722d38415e8,examples/mplot3d/contour3d_3.py,30.0,1,1,0,0.3741800555928904
django,833df0afaa953070bbb8b4df62b0d78aeedaf314,django/contrib/admindocs/tests/__init__.py,30.0,1,1,0,0.3741800555928904
django,c2e70f02653519db3a49cd48f5158ccad7434d25,tests/migrations/test_migrations_no_changes/0002_second.py,29.0,1,1,0,0.3741800555928904
django,212ee65be782240554749f25bbd3772240d56fff,django/db/backends/mysql_old/creation.py,29.0,1,1,0,0.3741800555928904
django,fecca298a2c6de22b054eaffeb4368b1167c7fd5,tests/postgres_tests/array_default_migrations/0001_initial.py,29.0,1,1,0,0.3741800555928904
numpy,a939f2aa83e7d37d5e35e7c2a8c539c59f682598,numpy/polynomial/__init__.py,29.0,1,1,0,0.3741800555928904
numpy,00f2295ec55239ce35687a20a7c58d1583b068f1,numpy/testing/info.py,30.0,1,1,0,0.3741800555928904
scikit-learn,0e10b3a3cbeb0dcadbfc33bdd8b601ccfaf65353,examples/plot_changed_only_pprint_parameter.py,30.0,1,1,0,0.3741800555928904
numpy,5ea81775e0d2d13a4fec6bab882002e050bd3da1,numpy/core/code_generators/generate_umath_doc.py,30.0,1,1,0,0.3741800555928904
matplotlib,b97a02b59fee79d81151504ca363f15d7797c477,examples/pylab_examples/scatter_star_poly.py,30.0,1,1,0,0.3741800555928904
numpy,c9c154f10f7544cd94abe05f9057d92dd6f2324f,numpy/f2py/tests/test_regression.py,29.0,1,1,0,0.3741800555928904
matplotlib,c7434970f7fa0a0bd56be31ace95df9fb89d3fde,examples/figtext.py,30.0,1,1,0,0.3741800555928904
matplotlib,283f687238cd3f45ff7d86604045164062d0fb9a,examples/api/legend.py,29.0,1,1,0,0.3741800555928904
django,121d2e36785dc0ce8e7d1c48883fc7b719b21afc,tests/regressiontests/templates/nodelist.py,30.0,1,1,0,0.3741800555928904
django,2a636118dacdcda074c99ebd50311d64a8cca367,tests/postgres_tests/array_default_migrations/0001_initial.py,29.0,1,1,0,0.3741800555928904
fastapi,ea43f227e5c7128c09e3e2d5dceea212552b19dc,scripts/playwright/separate_openapi_schemas/image03.py,30.0,1,1,0,0.3741800555928904
django,c3791463a5a9674f8e0148fbab57eae23c138896,tests/utils_tests/test_checksums.py,30.0,1,1,0,0.3741800555928904
pandas,f6da1f1ec3b68a9210be158a693ac389076fa179,ci/print_versions.py,29.0,1,1,0,0.3741800555928904
matplotlib,99c4b6f837459370f3142d3dce96a9a9b2321f49,examples/misc/image_thumbnail.py,29.0,1,1,0,0.3741800555928904
airflow,866a601b76e219b3c043e1dbbc8fb22300866351,airflow/sensors/hdfs_sensor.py,29.0,1,1,0,0.3741800555928904
matplotlib,583ae910b7f3200cfcb46cb185874ec6dbeb2022,examples/pylab_examples/gradient_bar.py,29.0,1,1,0,0.3741800555928904
django,75c60e80536552125f014fde15e2964ec128c65c,django/conf/locale/es_MX/formats.py,30.0,1,1,0,0.3741800555928904
scikit-learn,19331b5ae378c20233103f2f8161980b8aaa2af9,sklearn/linear_model/__init__.py,29.0,1,1,0,0.3741800555928904
airflow,392c85baa9f3f8d823d99efb3a11dc800e540adb,airflow/contrib/operators/ecs_operator.py,30.0,1,1,0,0.3741800555928904
airflow,bb39078a35cf2bceea58d7831d7a2028c8ef849f,tests/dags/sleep_forever_dag.py,29.0,1,1,0,0.3741800555928904
matplotlib,fb3fe4a0bc9378fe3f8d6906fb92206ceaf13eca,examples/statistics/errorbar.py,29.0,1,1,0,0.3741800555928904
pytest,863a2067276ca6e7dae829e89349f2a0202901bc,testing/test_fixture_finalizer.py,30.0,1,1,0,0.3741800555928904
django,c2e70f02653519db3a49cd48f5158ccad7434d25,tests/migrations/test_migrations_first/second.py,30.0,1,1,0,0.3741800555928904
django,a3fd9cf288e71b9c8e5fb6479eda3d33bc0a9d65,tests/regressiontests/localflavor/za/tests.py,29.0,1,1,0,0.3741800555928904
django,c39e1cff9937a2d63d62f54118da3619f4418ff4,tests/regressiontests/admin_filters/models.py,29.0,1,1,0,0.3741800555928904
matplotlib,285530d056caf53c1dde8b1d188c15c3a30ee762,examples/symlog_demo.py,29.0,1,1,0,0.3741800555928904
matplotlib,99c4b6f837459370f3142d3dce96a9a9b2321f49,examples/pylab_examples/specgram_demo.py,30.0,1,1,0,0.3741800555928904
airflow,3a3730eaa5ff1b6ca25a510bd7fb6894f8965bc3,airflow/typing_compat.py,30.0,1,1,0,0.3741800555928904
django,21e21c7bc2b8bf7ae127e2aa75048a60d05a6e0f,tests/custom_migration_operations/more_operations.py,29.0,1,1,0,0.3741800555928904
django,fcd837cd0f9b2c706bc49af509628778d442bb3f,django/contrib/auth/tests/tokens.py,29.0,1,1,0,0.3741800555928904
django,a26ba33111a41d87eaea23b4ba2ae48be4e08b18,django/contrib/localflavor/at/forms.py,29.0,1,1,0,0.3741800555928904
django,22bfc451467ec6e13044a87a97cf00e9f8a845e4,django/conf/locale/es_PR/formats.py,30.0,1,1,0,0.3741800555928904
numpy,3c70e20a5f1aed4098ba66d21e6a1f60edc6fddd,numpy/setup.py,29.0,1,1,0,0.3741800555928904
scikit-learn,54bc641ddce48daa84c246c12ba3c8a5a9960df8,sklearn/linear_model/__init__.py,29.0,1,1,0,0.3741800555928904
airflow,ceea293c1652240e7e856c201e4341a87ef97a0f,airflow/contrib/hooks/discord_webhook_hook.py,29.0,1,1,0,0.3741800555928904
django,fc75694257b5bceab82713f84fe5a1b23d641c3f,django/utils/translation/reloader.py,29.0,1,1,0,0.3741800555928904
matplotlib,356815aa1a2c7cfede5651104c3c6e8bb6926b85,examples/api/watermark_image.py,29.0,1,1,0,0.3741800555928904
numpy,f8c38cb088c9478416f5c99ade68342dcb3db985,numpy/f2py/tests/test_assumed_shape.py,30.0,1,1,0,0.3741800555928904
airflow,bc7feda66ed7bb2f2940fa90ef26ff90dd7a8c80,dev/breeze/src/airflow_breeze/utils/github_actions.py,30.0,1,1,0,0.3741800555928904
matplotlib,c17fb8cd42369c367d7ee182b55d473dc73efa85,examples/pylab_examples/text_handles.py,30.0,1,1,0,0.3741800555928904
pandas,d90ca450709b1ce2aa6ed25fcedc38aae6f8c234,asv_bench/benchmarks/tslibs/tz_convert.py,30.0,1,1,0,0.3741800555928904
matplotlib,b22ab2f5b363bf753c89cbd1c828a073723d6119,examples/mplot3d/wire3d_zero_stride.py,29.0,1,1,0,0.3741800555928904
pandas,c45e92c3956fd2638980ac46e6e93ec3b6cc7c52,pandas/_libs/tslibs/__init__.py,30.0,1,1,0,0.3741800555928904
scikit-learn,6a2d8d5bbc261309d59ac30bf650e982f1477dd7,sklearn/decomposition/setup.py,29.0,1,1,0,0.3741800555928904
matplotlib,42df67e2b1954db9603cb18d5eb72fb12dc22599,plot_types/A_basic/f_pie.py,30.0,1,1,0,0.3741800555928904
numpy,bb726ca19f434f5055c0efceefe48d89469fcbbe,numpy/distutils/command/sdist.py,29.0,1,1,0,0.3741800555928904
matplotlib,7bd97de00fd85cbd65f400223036d23f9982db5e,lib/matplotlib/tests/test_agg_filter.py,29.0,1,1,0,0.3741800555928904
django,44dabecf6e4a009ff1a34ba12032ba07476baad2,django/contrib/sitemap/views.py,30.0,1,1,0,0.3741800555928904
matplotlib,822107e4df39afd0721774209589b2def32820d7,examples/pylab_examples/subplot_demo.py,29.0,1,1,0,0.3741800555928904
airflow,7ea7fcdda67bbbec7fd41977e24c7d3fc9055e91,airflow-core/src/airflow/api_fastapi/execution_api/versions/v2025_08_10.py,30.0,1,1,0,0.3741800555928904
airflow,c3254a363ff647034272dc5f0a458ccd9b1a9cd4,helm_tests/conftest.py,29.0,1,1,0,0.3741800555928904
airflow,c319e81cae1de31ad1373903252d8608ffce1fba,airflow/contrib/operators/sagemaker_base_operator.py,29.0,1,1,0,0.3741800555928904
fastapi,7dad5a820bfe99e49a6cfaefde537e09644c2c2b,tests/test_tutorial/test_custom_response/test_tutorial006b.py,29.0,1,1,0,0.3741800555928904
django,a16eedcf9c69d8a11d94cac1811018c5b996d491,tests/backends/postgresql/test_compilation.py,29.0,1,1,0,0.3741800555928904
scikit-learn,1a373feb1cbdcd19e9afe2600c62fc3f08a6f6fd,scikits/learn/manifold/regression/tests/test_neighbors.py,29.0,1,1,0,0.3741800555928904
matplotlib,6a4d343c97ec76fc9ae2ff819d77838665f942ab,examples/masked_demo.py,29.0,1,1,0,0.3741800555928904
matplotlib,6dcd9516ad1efc921d124459c8530460988b0a71,examples/lines_bars_and_markers/barh.py,30.0,1,1,0,0.3741800555928904
numpy,4695366097f4690319c02c1b1e7d63de1ecb4a67,numpy/testing/utils.py,29.0,1,1,0,0.3741800555928904
matplotlib,6f27d8b340237afd102dd50c05603dac4893036e,examples/images_contours_and_fields/streamplot_demo_start_points.py,30.0,1,1,0,0.3741800555928904
airflow,866a601b76e219b3c043e1dbbc8fb22300866351,airflow/contrib/secrets/azure_key_vault.py,29.0,1,1,0,0.3741800555928904
airflow,866a601b76e219b3c043e1dbbc8fb22300866351,airflow/contrib/hooks/jira_hook.py,29.0,1,1,0,0.3741800555928904
fastapi,7dad5a820bfe99e49a6cfaefde537e09644c2c2b,docs_src/schema_extra_example/tutorial001_py310.py,29.0,1,1,0,0.3741800555928904
django,822d6d6dabc959532fb2904376580e8947c519f6,tests/modeltests/user_commands/tests.py,29.0,1,1,0,0.3741800555928904
airflow,ae0a330f01dd57d40232a21a59b078d8c94f4bd9,task-sdk/src/airflow/sdk/execution_time/secrets/__init__.py,29.0,1,1,0,0.3741800555928904
django,bda21e2b9d19f435d841a5ff9f8f636ae843842d,tests/regressiontests/test_client_regress/session.py,30.0,1,1,0,0.3741800555928904
django,70a0de37d132e5f1514fb939875f69649f103124,django/contrib/admin/views/decorators.py,30.0,1,1,0,0.3741800555928904
pandas,bcc60a4162eb52faf4a13b8e0357b37614f54b56,pandas/tests/scalar/timestamp/methods/test_normalize.py,29.0,1,1,0,0.3741800555928904
matplotlib,f44e70e2de3f0617877435c17832d722d38415e8,examples/mplot3d/contourf3d_2.py,30.0,1,1,0,0.3741800555928904
numpy,490712cd35dcecfc9423de4bde0b29cb012dda25,numpy/dft/info.py,30.0,1,1,0,0.3741800555928904
requests,dcebab4c35369f9f91dab3eb6ff877509f7d38c2,requests/core.py,29.0,1,1,0,0.3741800555928904
fastapi,dd790c34ff6f92dba68bef0f46a4a18ba7015f94,docs_src/dependencies/tutorial008b.py,30.0,1,1,0,0.3741800555928904
requests,0dae52220b274890af08ac040bd90747146c3d90,requests/auth.py,30.0,1,1,0,0.3741800555928904
matplotlib,c922fcc56f68533e6088bf0b638de3e72675030c,examples/api/joinstyle.py,29.0,1,1,0,0.3741800555928904
airflow,fbe3fc927ea38d88132db231c71494fef71dfff2,task-sdk/tests/task_sdk/dags/super_basic.py,29.0,1,1,0,0.3741800555928904
airflow,c319e81cae1de31ad1373903252d8608ffce1fba,airflow/contrib/operators/s3_list_operator.py,29.0,1,1,0,0.3741800555928904
numpy,c04509e86e97a69a0b5fcbeebdbec66faad3dbe0,numpy/typing/tests/test_isfile.py,30.0,1,1,0,0.3741800555928904
matplotlib,d70af4c40d4f81c98e34b834f706ef73ae4fb4b5,examples/lines_bars_and_markers/scatter_masked.py,29.0,1,1,0,0.3741800555928904
numpy,f77587b2cd9091a99a31bb0d5f99c57cc077aa8e,numpy/setup.py,30.0,1,1,0,0.3741800555928904
matplotlib,583ae910b7f3200cfcb46cb185874ec6dbeb2022,examples/pylab_examples/figure_title.py,30.0,1,1,0,0.3741800555928904
airflow,24d0ecf4ee6dbfd2339847443d4b12033efe9c0f,airflow/www/extensions/init_appbuilder_links.py,30.0,1,1,0,0.3741800555928904
matplotlib,6a4d343c97ec76fc9ae2ff819d77838665f942ab,examples/subplot_demo.py,29.0,1,1,0,0.3741800555928904
django,0db68c81230be304aa0c581b84bc35857320aa04,django/conf/locale/es_AR/formats.py,29.0,1,1,0,0.3741800555928904
numpy,bb726ca19f434f5055c0efceefe48d89469fcbbe,numpy/polynomial/__init__.py,29.0,1,1,0,0.3741800555928904
matplotlib,c6d9268eacedfab55878052703d8e419c88e7881,examples/subplot_demo.py,29.0,1,1,0,0.3741800555928904
django,5c68870169deec9eff392c53a8e74e3482f02ade,tests/template_tests/filter_tests/test_iriencode.py,30.0,1,1,0,0.3741800555928904
numpy,5c3d52405b647bc69185f657ed4c180c02ac14f7,numpy/testing/utils.py,29.0,1,1,0,0.3741800555928904
airflow,f6bd817a3aac0a16430fc2e3d59c1f17a69a15ac,airflow/contrib/operators/gcs_to_gdrive_operator.py,29.0,1,1,0,0.3741800555928904
numpy,012343dec5599418b77512733fc5b8db6bc14c4c,numpy/_array_api/statistical_functions.py,29.0,1,1,0,0.3741800555928904
pandas,c979bd8b84e95bab0f69b4be71d2cd340e71912f,pandas/core/index.py,30.0,1,1,0,0.3741800555928904
matplotlib,283f687238cd3f45ff7d86604045164062d0fb9a,examples/mplot3d/quiver3d.py,29.0,1,1,0,0.3741800555928904
